h,DT
493,24.05278494
494,14.13134265
495,14.42077135
496,27.1820659
497,41.4652234
498,54.87927372
499,60.32528116
500,55.22065469
501,33.9450002
502,32.35796193
503,30.49564569
504,25.45748078
505,18.00257248
506,18.74005917
507,16.53250268
508,15.64616806
509,13.09000743
510,12.75414798
511,12.56743773
512,26.23145305
513,29.73223739
514,30.17813769
515,29.13787102
516,26.56676514
517,24.05278494
518,14.13134265
519,14.42077135
520,27.1820659
521,41.4652234
522,54.87927372
523,60.32528116
524,55.22065469
525,33.9450002
526,32.35796193
527,30.49564569
528,25.45748078
529,18.00257248
530,18.74005917
531,16.53250268
532,15.64616806
533,13.09000743
534,12.75414798
535,12.56743773
536,26.23145305
537,29.73223739
538,30.17813769
539,29.13787102
540,26.56676514
541,24.05278494
542,14.13134265
543,14.42077135
544,27.1820659
545,41.4652234
546,54.87927372
547,60.32528116
548,55.22065469
549,33.9450002
550,32.35796193
551,30.49564569
552,25.45748078
553,18.00257248
554,18.74005917
555,16.53250268
556,15.64616806
557,13.09000743
558,12.75414798
559,12.56743773
560,26.23145305
561,29.73223739
562,30.17813769
563,29.13787102
564,26.56676514
565,24.05278494
566,14.13134265
567,14.42077135
568,27.1820659
569,41.4652234
570,54.87927372
571,60.32528116
572,55.22065469
573,33.9450002
574,32.35796193
575,30.49564569
576,25.45748078
577,18.00257248
578,18.74005917
579,16.53250268
580,15.64616806
581,13.09000743
582,12.75414798
583,12.56743773
584,26.23145305
585,29.73223739
586,30.17813769
587,29.13787102
588,26.56676514
589,24.05278494
590,14.13134265
591,14.42077135
592,27.1820659
593,41.4652234
594,54.87927372
595,60.32528116
596,55.22065469
597,33.9450002
598,32.35796193
599,30.49564569
600,25.45748078
601,18.00257248
602,18.74005917
603,16.53250268
604,15.64616806
605,13.09000743
606,12.75414798
607,12.56743773
608,26.23145305
609,29.73223739
610,30.17813769
611,29.13787102
612,26.56676514
613,24.05278494
614,14.13134265
615,14.42077135
616,27.1820659
617,41.4652234
618,54.87927372
619,60.32528116
620,55.22065469
621,33.9450002
622,32.35796193
623,30.49564569
624,25.45748078
625,18.00257248
626,18.74005917
627,16.53250268
628,15.64616806
629,13.09000743
630,12.75414798
631,12.56743773
632,26.23145305
633,29.73223739
634,30.17813769
635,29.13787102
636,26.56676514
637,24.05278494
638,14.13134265
639,14.42077135
640,27.1820659
641,41.4652234
642,54.87927372
643,60.32528116
644,55.22065469
645,33.9450002
646,32.35796193
647,30.49564569
648,25.45748078
649,18.00257248
650,18.74005917
651,16.53250268
652,15.64616806
653,13.09000743
654,12.75414798
655,12.56743773
656,26.23145305
657,29.73223739
658,30.17813769
659,29.13787102
660,26.56676514
661,24.05278494
662,14.13134265
663,14.42077135
664,27.1820659
665,41.4652234
666,54.87927372
667,60.32528116
668,55.22065469
669,33.9450002
670,32.35796193
671,30.49564569
672,25.45748078
673,18.00257248
674,18.74005917
675,16.53250268
676,15.64616806
677,13.09000743
678,12.75414798
679,12.56743773
680,26.23145305
681,29.73223739
682,30.17813769
683,29.13787102
684,26.56676514
685,24.05278494
686,14.13134265
687,14.42077135
688,27.1820659
689,41.4652234
690,54.87927372
691,60.32528116
692,55.22065469
693,33.9450002
694,32.35796193
695,30.49564569
696,25.45748078
697,18.00257248
698,18.74005917
699,16.53250268
700,15.64616806
701,13.09000743
702,12.75414798
703,12.56743773
704,26.23145305
705,29.73223739
706,30.17813769
707,29.13787102
708,26.56676514
709,24.05278494
710,14.13134265
711,14.42077135
712,27.1820659
713,41.4652234
714,54.87927372
715,60.32528116
716,55.22065469
717,33.9450002
718,32.35796193
719,30.49564569
720,25.45748078
721,18.00257248
722,18.74005917
723,16.53250268
724,15.64616806
725,13.09000743
726,12.75414798
727,12.56743773
728,26.23145305
729,29.73223739
730,30.17813769
731,29.13787102
732,26.56676514
733,24.05278494
734,14.13134265
735,14.42077135
736,27.1820659
737,41.4652234
738,54.87927372
739,60.32528116
740,55.22065469
741,33.9450002
742,32.35796193
743,30.49564569
744,25.45748078
745,18.00257248
746,18.74005917
747,16.53250268
748,15.64616806
749,13.09000743
750,12.75414798
751,12.56743773
752,26.23145305
753,29.73223739
754,30.17813769
755,29.13787102
756,26.56676514
757,24.05278494
758,14.13134265
759,14.42077135
760,27.1820659
761,41.4652234
762,54.87927372
763,60.32528116
764,55.22065469
765,33.9450002
766,32.35796193
767,30.49564569
768,25.45748078
769,18.00257248
770,18.74005917
771,16.53250268
772,15.64616806
773,13.09000743
774,12.75414798
775,12.56743773
776,26.23145305
777,29.73223739
778,30.17813769
779,29.13787102
780,26.56676514
781,24.05278494
782,14.13134265
783,14.42077135
784,27.1820659
785,41.4652234
786,54.87927372
787,60.32528116
788,55.22065469
789,33.9450002
790,32.35796193
791,30.49564569
792,25.45748078
793,18.00257248
794,18.74005917
795,16.53250268
796,15.64616806
797,13.09000743
798,12.75414798
799,12.56743773
800,26.23145305
801,29.73223739
802,30.17813769
803,29.13787102
804,26.56676514
805,24.05278494
806,14.13134265
807,14.42077135
808,27.1820659
809,41.4652234
810,54.87927372
811,60.32528116
812,55.22065469
813,33.9450002
814,32.35796193
815,30.49564569
816,25.45748078
817,18.00257248
818,18.74005917
819,16.53250268
820,15.64616806
821,13.09000743
822,12.75414798
823,12.56743773
824,26.23145305
825,29.73223739
826,30.17813769
827,29.13787102
828,26.56676514
829,24.05278494
830,14.13134265
831,14.42077135
832,27.1820659
833,41.4652234
834,54.87927372
835,60.32528116
836,55.22065469
837,33.9450002
838,32.35796193
839,30.49564569
840,25.45748078
841,18.00257248
842,18.74005917
843,16.53250268
844,15.64616806
845,13.09000743
846,12.75414798
847,12.56743773
848,26.23145305
849,29.73223739
850,30.17813769
851,29.13787102
852,26.56676514
853,24.05278494
854,14.13134265
855,14.42077135
856,27.1820659
857,41.4652234
858,54.87927372
859,60.32528116
860,55.22065469
861,33.9450002
862,32.35796193
863,30.49564569
864,25.45748078
865,18.00257248
866,18.74005917
867,16.53250268
868,15.64616806
869,13.09000743
870,12.75414798
871,12.56743773
872,26.23145305
873,29.73223739
874,30.17813769
875,29.13787102
876,26.56676514
877,24.05278494
878,14.13134265
879,14.42077135
880,27.1820659
881,41.4652234
882,54.87927372
883,60.32528116
884,55.22065469
885,33.9450002
886,32.35796193
887,30.49564569
888,25.45748078
889,18.00257248
890,18.74005917
891,16.53250268
892,15.64616806
893,13.09000743
894,12.75414798
895,12.56743773
896,26.23145305
897,29.73223739
898,30.17813769
899,29.13787102
900,26.56676514
901,24.05278494
902,14.13134265
903,14.42077135
904,27.1820659
905,41.4652234
906,54.87927372
907,60.32528116
908,55.22065469
909,33.9450002
910,32.35796193
911,30.49564569
912,25.45748078
913,18.00257248
914,18.74005917
915,16.53250268
916,15.64616806
917,13.09000743
918,12.75414798
919,12.56743773
920,26.23145305
921,29.73223739
922,30.17813769
923,29.13787102
924,26.56676514
925,24.05278494
926,14.13134265
927,14.42077135
928,27.1820659
929,41.4652234
930,54.87927372
931,60.32528116
932,55.22065469
933,33.9450002
934,32.35796193
935,30.49564569
936,25.45748078
937,18.00257248
938,18.74005917
939,16.53250268
940,15.64616806
941,13.09000743
942,12.75414798
943,12.56743773
944,26.23145305
945,29.73223739
946,30.17813769
947,29.13787102
948,26.56676514
949,24.05278494
950,14.13134265
951,14.42077135
952,27.1820659
953,41.4652234
954,54.87927372
955,60.32528116
956,55.22065469
957,33.9450002
958,32.35796193
959,30.49564569
960,25.45748078
961,18.00257248
962,18.74005917
963,16.53250268
964,15.64616806
965,13.09000743
966,12.75414798
967,12.56743773
968,26.23145305
969,29.73223739
970,30.17813769
971,29.13787102
972,26.56676514
973,24.05278494
974,14.13134265
975,14.42077135
976,27.1820659
977,41.4652234
978,54.87927372
979,60.32528116
980,55.22065469
981,33.9450002
982,32.35796193
983,30.49564569
984,25.45748078
985,18.00257248
986,18.74005917
987,16.53250268
988,15.64616806
989,13.09000743
990,12.75414798
991,12.56743773
992,26.23145305
993,29.73223739
994,30.17813769
995,29.13787102
996,26.56676514
997,24.05278494
998,14.13134265
999,14.42077135
1000,27.1820659
1001,41.4652234
1002,54.87927372
1003,60.32528116
1004,55.22065469
1005,33.9450002
1006,32.35796193
1007,30.49564569
1008,25.45748078
1009,18.00257248
1010,18.74005917
1011,16.53250268
1012,15.64616806
1013,13.09000743
1014,12.75414798
1015,12.56743773
1016,26.23145305
1017,29.73223739
1018,30.17813769
1019,29.13787102
1020,26.56676514
1021,24.05278494
1022,14.13134265
1023,14.42077135
1024,27.1820659
1025,41.4652234
1026,54.87927372
1027,60.32528116
1028,55.22065469
1029,33.9450002
1030,32.35796193
1031,30.49564569
1032,25.45748078
1033,18.00257248
1034,18.74005917
1035,16.53250268
1036,15.64616806
1037,13.09000743
1038,12.75414798
1039,12.56743773
1040,26.23145305
1041,29.73223739
1042,30.17813769
1043,29.13787102
1044,26.56676514
1045,24.05278494
1046,14.13134265
1047,14.42077135
1048,27.1820659
1049,41.4652234
1050,54.87927372
1051,60.32528116
1052,55.22065469
1053,33.9450002
1054,32.35796193
1055,30.49564569
1056,25.45748078
1057,18.00257248
1058,18.74005917
1059,16.53250268
1060,15.64616806
1061,13.09000743
1062,12.75414798
1063,12.56743773
1064,26.23145305
1065,29.73223739
1066,30.17813769
1067,29.13787102
1068,26.56676514
1069,24.05278494
1070,14.13134265
1071,14.42077135
1072,27.1820659
1073,41.4652234
1074,54.87927372
1075,60.32528116
1076,55.22065469
1077,33.9450002
1078,32.35796193
1079,30.49564569
1080,25.45748078
1081,18.00257248
1082,18.74005917
1083,16.53250268
1084,15.64616806
1085,13.09000743
1086,12.75414798
1087,12.56743773
1088,26.23145305
1089,29.73223739
1090,30.17813769
1091,29.13787102
1092,26.56676514
1093,24.05278494
1094,14.13134265
1095,14.42077135
1096,27.1820659
1097,41.4652234
1098,54.87927372
1099,60.32528116
1100,55.22065469
1101,33.9450002
1102,32.35796193
1103,30.49564569
1104,25.45748078
1105,18.00257248
1106,18.74005917
1107,16.53250268
1108,15.64616806
1109,13.09000743
1110,12.75414798
1111,12.56743773
1112,26.23145305
1113,29.73223739
1114,30.17813769
1115,29.13787102
1116,26.56676514
1117,24.05278494
1118,14.13134265
1119,14.42077135
1120,27.1820659
1121,41.4652234
1122,54.87927372
1123,60.32528116
1124,55.22065469
1125,33.9450002
1126,32.35796193
1127,30.49564569
1128,25.45748078
1129,18.00257248
1130,18.74005917
1131,16.53250268
1132,15.64616806
1133,13.09000743
1134,12.75414798
1135,12.56743773
1136,26.23145305
1137,29.73223739
1138,30.17813769
1139,29.13787102
1140,26.56676514
1141,24.05278494
1142,14.13134265
1143,14.42077135
1144,27.1820659
1145,41.4652234
1146,54.87927372
1147,60.32528116
1148,55.22065469
1149,33.9450002
1150,32.35796193
1151,30.49564569
1152,25.45748078
1153,18.00257248
1154,18.74005917
1155,16.53250268
1156,15.64616806
1157,13.09000743
1158,12.75414798
1159,12.56743773
1160,26.23145305
1161,29.73223739
1162,30.17813769
1163,29.13787102
1164,26.56676514
1165,24.05278494
1166,14.13134265
1167,14.42077135
1168,27.1820659
1169,41.4652234
1170,54.87927372
1171,60.32528116
1172,55.22065469
1173,33.9450002
1174,32.35796193
1175,30.49564569
1176,25.45748078
1177,18.00257248
1178,18.74005917
1179,16.53250268
1180,15.64616806
1181,13.09000743
1182,12.75414798
1183,12.56743773
1184,26.23145305
1185,29.73223739
1186,30.17813769
1187,29.13787102
1188,26.56676514
1189,24.05278494
1190,14.13134265
1191,14.42077135
1192,27.1820659
1193,41.4652234
1194,54.87927372
1195,60.32528116
1196,55.22065469
1197,33.9450002
1198,32.35796193
1199,30.49564569
1200,25.45748078
1201,18.00257248
1202,18.74005917
1203,16.53250268
1204,15.64616806
1205,13.09000743
1206,12.75414798
1207,12.56743773
1208,26.23145305
1209,29.73223739
1210,30.17813769
1211,29.13787102
1212,26.56676514
1213,24.05278494
1214,14.13134265
1215,14.42077135
1216,27.1820659
1217,41.4652234
1218,54.87927372
1219,60.32528116
1220,55.22065469
1221,33.9450002
1222,32.35796193
1223,30.49564569
1224,25.45748078
1225,18.00257248
1226,18.74005917
1227,16.53250268
1228,15.64616806
1229,13.09000743
1230,12.75414798
1231,12.56743773
1232,26.23145305
1233,29.73223739
1234,30.17813769
1235,29.13787102
1236,26.56676514
1237,24.05278494
1238,14.13134265
1239,14.42077135
1240,27.1820659
1241,41.4652234
1242,54.87927372
1243,60.32528116
1244,55.22065469
1245,33.9450002
1246,32.35796193
1247,30.49564569
1248,25.45748078
1249,18.00257248
1250,18.74005917
1251,16.53250268
1252,15.64616806
1253,13.09000743
1254,12.75414798
1255,12.56743773
1256,26.23145305
1257,29.73223739
1258,30.17813769
1259,29.13787102
1260,26.56676514
1261,24.05278494
1262,14.13134265
1263,14.42077135
1264,27.1820659
1265,41.4652234
1266,54.87927372
1267,60.32528116
1268,55.22065469
1269,33.9450002
1270,32.35796193
1271,30.49564569
1272,25.45748078
1273,18.00257248
1274,18.74005917
1275,16.53250268
1276,15.64616806
1277,13.09000743
1278,12.75414798
1279,12.56743773
1280,26.23145305
1281,29.73223739
1282,30.17813769
1283,29.13787102
1284,26.56676514
1285,24.05278494
1286,14.13134265
1287,14.42077135
1288,27.1820659
1289,41.4652234
1290,54.87927372
1291,60.32528116
1292,55.22065469
1293,33.9450002
1294,32.35796193
1295,30.49564569
1296,25.45748078
1297,18.00257248
1298,18.74005917
1299,16.53250268
1300,15.64616806
1301,13.09000743
1302,12.75414798
1303,12.56743773
1304,26.23145305
1305,29.73223739
1306,30.17813769
1307,29.13787102
1308,26.56676514
1309,24.05278494
1310,14.13134265
1311,14.42077135
1312,27.1820659
1313,41.4652234
1314,54.87927372
1315,60.32528116
1316,55.22065469
1317,33.9450002
1318,32.35796193
1319,30.49564569
1320,25.45748078
1321,18.00257248
1322,18.74005917
1323,16.53250268
1324,15.64616806
1325,13.09000743
1326,12.75414798
1327,12.56743773
1328,26.23145305
1329,29.73223739
1330,30.17813769
1331,29.13787102
1332,26.56676514
1333,24.05278494
1334,14.13134265
1335,14.42077135
1336,27.1820659
1337,41.4652234
1338,54.87927372
1339,60.32528116
1340,55.22065469
1341,33.9450002
1342,32.35796193
1343,30.49564569
1344,25.45748078
1345,18.00257248
1346,18.74005917
1347,16.53250268
1348,15.64616806
1349,13.09000743
1350,12.75414798
1351,12.56743773
1352,26.23145305
1353,29.73223739
1354,30.17813769
1355,29.13787102
1356,26.56676514
1357,24.05278494
1358,14.13134265
1359,14.42077135
1360,27.1820659
1361,41.4652234
1362,54.87927372
1363,60.32528116
1364,55.22065469
1365,33.9450002
1366,32.35796193
1367,30.49564569
1368,25.45748078
1369,18.00257248
1370,18.74005917
1371,16.53250268
1372,15.64616806
1373,13.09000743
1374,12.75414798
1375,12.56743773
1376,26.23145305
1377,29.73223739
1378,30.17813769
1379,29.13787102
1380,26.56676514
1381,24.05278494
1382,14.13134265
1383,14.42077135
1384,27.1820659
1385,41.4652234
1386,54.87927372
1387,60.32528116
1388,55.22065469
1389,33.9450002
1390,32.35796193
1391,30.49564569
1392,25.45748078
1393,18.00257248
1394,18.74005917
1395,16.53250268
1396,15.64616806
1397,13.09000743
1398,12.75414798
1399,12.56743773
1400,26.23145305
1401,29.73223739
1402,30.17813769
1403,29.13787102
1404,26.56676514
1405,24.05278494
1406,14.13134265
1407,14.42077135
1408,27.1820659
1409,41.4652234
1410,54.87927372
1411,60.32528116
1412,55.22065469
1413,33.9450002
1414,32.35796193
1415,30.49564569
1416,25.45748078
1417,18.00257248
1418,18.74005917
1419,16.53250268
1420,15.64616806
1421,13.09000743
1422,12.75414798
1423,12.56743773
1424,26.23145305
1425,29.73223739
1426,30.17813769
1427,29.13787102
1428,26.56676514
1429,24.05278494
1430,14.13134265
1431,14.42077135
1432,27.1820659
1433,41.4652234
1434,54.87927372
1435,60.32528116
1436,55.22065469
1437,33.9450002
1438,32.35796193
1439,30.49564569
1440,25.45748078
1441,18.00257248
1442,18.74005917
1443,16.53250268
1444,15.64616806
1445,13.09000743
1446,12.75414798
1447,12.56743773
1448,26.23145305
1449,29.73223739
1450,30.17813769
1451,29.13787102
1452,26.56676514
1453,24.05278494
1454,14.13134265
1455,14.42077135
1456,27.1820659
1457,41.4652234
1458,54.87927372
1459,60.32528116
1460,55.22065469
1461,33.9450002
1462,32.35796193
1463,30.49564569
1464,25.45748078
1465,18.00257248
1466,18.74005917
1467,16.53250268
1468,15.64616806
1469,13.09000743
1470,12.75414798
1471,12.56743773
1472,26.23145305
1473,29.73223739
1474,30.17813769
1475,29.13787102
1476,26.56676514
1477,24.05278494
1478,14.13134265
1479,14.42077135
1480,27.1820659
1481,41.4652234
1482,54.87927372
1483,60.32528116
1484,55.22065469
1485,33.9450002
1486,32.35796193
1487,30.49564569
1488,25.45748078
1489,18.00257248
1490,18.74005917
1491,16.53250268
1492,15.64616806
1493,13.09000743
1494,12.75414798
1495,12.56743773
1496,26.23145305
1497,29.73223739
1498,30.17813769
1499,29.13787102
1500,26.56676514
1501,24.05278494
1502,14.13134265
1503,14.42077135
1504,27.1820659
1505,41.4652234
1506,54.87927372
1507,60.32528116
1508,55.22065469
1509,33.9450002
1510,32.35796193
1511,30.49564569
1512,25.45748078
1513,18.00257248
1514,18.74005917
1515,16.53250268
1516,15.64616806
1517,13.09000743
1518,12.75414798
1519,12.56743773
1520,26.23145305
1521,29.73223739
1522,30.17813769
1523,29.13787102
1524,26.56676514
1525,24.05278494
1526,14.13134265
1527,14.42077135
1528,27.1820659
1529,41.4652234
1530,54.87927372
1531,60.32528116
1532,55.22065469
1533,33.9450002
1534,32.35796193
1535,30.49564569
1536,25.45748078
1537,18.00257248
1538,18.74005917
1539,16.53250268
1540,15.64616806
1541,13.09000743
1542,12.75414798
1543,12.56743773
1544,26.23145305
1545,29.73223739
1546,30.17813769
1547,29.13787102
1548,26.56676514
1549,24.05278494
1550,14.13134265
1551,14.42077135
1552,27.1820659
1553,41.4652234
1554,54.87927372
1555,60.32528116
1556,55.22065469
1557,33.9450002
1558,32.35796193
1559,30.49564569
1560,25.45748078
1561,18.00257248
1562,18.74005917
1563,16.53250268
1564,15.64616806
1565,13.09000743
1566,12.75414798
1567,12.56743773
1568,26.23145305
1569,29.73223739
1570,30.17813769
1571,29.13787102
1572,26.56676514
1573,24.05278494
1574,14.13134265
1575,14.42077135
1576,27.1820659
1577,41.4652234
1578,54.87927372
1579,60.32528116
1580,55.22065469
1581,33.9450002
1582,32.35796193
1583,30.49564569
1584,25.45748078
1585,18.00257248
1586,18.74005917
1587,16.53250268
1588,15.64616806
1589,13.09000743
1590,12.75414798
1591,12.56743773
1592,26.23145305
1593,29.73223739
1594,30.17813769
1595,29.13787102
1596,26.56676514
1597,24.05278494
1598,14.13134265
1599,14.42077135
1600,27.1820659
1601,41.4652234
1602,54.87927372
1603,60.32528116
1604,55.22065469
1605,33.9450002
1606,32.35796193
1607,30.49564569
1608,25.45748078
1609,18.00257248
1610,18.74005917
1611,16.53250268
1612,15.64616806
1613,13.09000743
1614,12.75414798
1615,12.56743773
1616,26.23145305
1617,29.73223739
1618,30.17813769
1619,29.13787102
1620,26.56676514
1621,24.05278494
1622,14.13134265
1623,14.42077135
1624,27.1820659
1625,41.4652234
1626,54.87927372
1627,60.32528116
1628,55.22065469
1629,33.9450002
1630,32.35796193
1631,30.49564569
1632,25.45748078
1633,18.00257248
1634,18.74005917
1635,16.53250268
1636,15.64616806
1637,13.09000743
1638,12.75414798
1639,12.56743773
1640,26.23145305
1641,29.73223739
1642,30.17813769
1643,29.13787102
1644,26.56676514
1645,24.05278494
1646,14.13134265
1647,14.42077135
1648,27.1820659
1649,41.4652234
1650,54.87927372
1651,60.32528116
1652,55.22065469
1653,33.9450002
1654,32.35796193
1655,30.49564569
1656,25.45748078
1657,18.00257248
1658,18.74005917
1659,16.53250268
1660,15.64616806
1661,13.09000743
1662,12.75414798
1663,12.56743773
1664,26.23145305
