,WT1
14065,23.04734204
14066,19.8710713
14067,11.68165036
14068,6.728158739
14069,2.88260238
14070,0.164458126
14071,0
14072,3.345922423
14073,8.210782877
14074,6.975262762
14075,5.230090599
14076,6.666382733
14077,8.658658919
14078,10.46560709
14079,13.21238324
14080,18.8378266
14081,24.61634325
14082,22.58812217
14083,11.56684539
14084,15.31714096
14085,22.32024392
14086,25.61131962
14087,24.99902647
14088,22.01409734
14089,17.57497197
14090,17.61324029
14091,17.68977694
14092,14.01601801
14093,10.20305906
14094,8.504218905
14095,8.535106907
14096,13.97774969
14097,23.00907372
14098,39.00523238
14099,53.2455998
14100,59.72825358
14101,55.977958
14102,47.72730775
14103,38.04852432
14104,30.5862015
14105,23.77444016
14106,12.82970002
14107,5.662522639
14108,6.295726698
14109,6.481054716
14110,6.511942718
14111,10.5737151
14112,35.44627842
14113,50.19178769
14114,51.42402767
14115,71.6220481
14116,73.06859068
14117,67.22884472
14118,61.0140692
14119,47.08439994
14120,35.52281506
14121,30.35659157
14122,36.6325964
14123,49.17385033
14124,47.40585384
14125,31.69598285
14126,23.00907372
14127,24.04231841
14128,30.81581144
14129,35.48454674
14130,31.42810459
14131,14.36043291
14132,13.09757828
14133,14.93445774
14134,15.50848257
14135,15.77636083
14136,15.69982418
14137,18.64648499
14138,22.43504888
14139,23.92751345
14140,24.61634325
14141,22.35851224
14142,16.92441049
14143,10.92892713
14144,15.85289747
14145,26.30014942
14146,54.69214238
14147,70.97914029
14148,67.06811777
14149,50.88827116
14150,35.82896164
14151,30.62446983
14152,31.69598285
14153,28.71105372
14154,23.46829358
14155,17.15402043
14156,25.30517305
14157,18.30207009
14158,6.41927871
14159,0
14160,0
14161,6.52738672
14162,20.71297439
14163,9.477190995
14164,0
14165,0
14166,21.82275573
14167,62.72849003
14168,79.37827417
14169,50.13821204
14170,18.11072848
14171,0.952102199
14172,0
14173,1.430866244
14174,4.133566496
14175,5.523526626
14176,4.874878566
14177,2.342062329
14178,0
14179,0
14180,0
14181,0
14182,0
14183,0
14184,2.898046381
14185,5.677966641
14186,5.693410642
14187,3.716578457
14188,0
14189,0
14190,0
14191,0
14192,2.820826374
14193,6.620050729
14194,6.573718724
14195,4.365226518
14196,0
14197,0
14198,0
14199,0
14200,0
14201,0
14202,0
14203,0
14204,0
14205,0
14206,0
14207,0
14208,0
14209,0
14210,0
14211,0
14212,0
14213,0
14214,0
14215,0.612334168
14216,7.901902848
14217,46.60221908
14218,108.7321274
14219,126.7578738
14220,98.80969811
14221,54.31711282
14222,23.62136687
14223,9.230086972
14224,6.156730685
14225,5.585302632
14226,6.125842682
14227,6.85171075
14228,18.4934117
14229,32.308276
14230,36.21164486
14231,32.95883748
14232,25.95573452
14233,14.97272606
14234,6.95981876
14235,1.013878205
14236,0
14237,0
14238,0
14239,0
14240,0
14241,0
14242,0
14243,0.967546201
14244,0
14245,0
14246,0
14247,0
14248,0
14249,0
14250,0
14251,0
14252,0
14253,0
14254,0
14255,0
14256,0
14257,0
14258,0
14259,0
14260,0
14261,0
14262,0
14263,0
14264,0
14265,2.959822387
14266,4.025458486
14267,1.971406294
14268,0
14269,0
14270,0
14271,0
14272,0
14273,0
14274,0
14275,0
14276,1.060210209
14277,3.330478421
14278,5.060206583
14279,5.909626662
14280,6.141286684
14281,5.878738659
14282,4.936654571
14283,2.913490382
14284,0.890326194
14285,0.874882192
14286,2.88260238
14287,5.693410642
14288,16.80960553
14289,23.58309855
14290,29.85910338
14291,27.83088231
14292,20.48336445
14293,11.22236316
14294,7.91734685
14295,6.650938731
14296,5.214646597
14297,2.048626302
14298,0
14299,0
14300,0
14301,4.427002524
14302,6.666382733
14303,6.666382733
14304,3.762910462
14305,0
14306,0
14307,0
14308,0
14309,0
14310,0
14311,5.925070664
14312,22.32024392
14313,46.38791647
14314,68.62181165
14315,58.33528665
14316,34.91052191
14317,13.25065157
14318,4.010014485
14319,0
14320,0
14321,0
14322,0
14323,0
14324,3.392254427
14325,11.49030875
14326,21.2487309
14327,24.11885506
14328,22.77946378
14329,16.69480056
14330,9.95595504
14331,6.496498717
14332,4.272562509
14333,4.396114521
14334,6.187618688
14335,8.040898861
14336,23.62136687
14337,44.03058783
14338,51.42402767
14339,24.92248982
14340,4.550554535
14341,0
14342,0
14343,0
14344,0
14345,0
14346,0
14347,5.631634636
14348,21.13392593
14349,36.9770113
14350,39.74453575
14351,35.0635952
14352,28.17529721
14353,20.904316
14354,13.40372485
14355,9.677963014
14356,8.010010858
14357,6.403834708
14358,5.832406655
14359,7.114258775
14360,20.2154862
14361,41.72683483
14362,62.08558222
14363,47.35227819
14364,19.71799801
14365,0
14366,0
14367,0
14368,0
14369,0
14370,0
14371,0
14372,5.986846669
14373,13.25065157
14374,22.77946378
14375,28.44317546
14376,34.52783869
14377,40.06598965
14378,43.44125567
14379,42.7447722
14380,40.54817051
14381,51.74548157
14382,70.71126204
14383,72.05065331
14384,83.42993278
14385,95.17147405
14386,127.8328037
14387,145.1227915
14388,123.3677105
14389,97.56939445
14390,77.14034016
14391,69.53259771
14392,69.42544641
14393,71.6220481
14394,67.22884472
14395,41.35180528
14396,37.81891439
14397,42.6376209
14398,44.67349564
14399,47.56658079
14400,55.92438235
14401,65.78230214
14402,68.24678209
14403,62.72849003
14404,50.7275442
14405,38.16332929
14406,27.37166244
14407,12.90623667
14408,22.24370727
14409,57.69237884
14410,92.85624056
14411,107.9879452
14412,102.7786698
14413,87.5642783
14414,67.12169342
14415,41.78041048
14416,19.37358311
14417,6.064066677
14418,0
14419,0
14420,0
14421,0
14422,0.874882192
14423,2.697274362
14424,4.550554535
14425,6.728158739
14426,9.230086972
14427,10.40383108
14428,8.627770916
14429,6.434722711
14430,5.894182661
14431,4.133566496
14432,4.318894514
14433,8.890318941
14434,24.69287989
14435,37.39796285
14436,46.65579473
14437,51.90620853
14438,52.9241459
14439,56.62086582
14440,47.45942949
14441,34.56610701
14442,22.58812217
14443,10.06406305
14444,11.12969915
14445,15.35540928
14446,19.1822415
14447,19.1822415
14448,15.69982418
14449,14.13082298
14450,10.83626312
14451,9.291862978
14452,8.720434925
14453,8.442442899
14454,8.195338876
14455,7.932790851
14456,18.34033841
14457,39.85168705
14458,79.6263349
14459,102.1998614
14460,93.1869882
14461,76.9796132
14462,73.01501503
14463,74.94373847
14464,77.35464276
14465,70.76483769
14466,47.45942949
14467,13.70987143
14468,7.901902848
14469,6.867154752
14470,6.836266749
14471,7.191478782
14472,7.948234853
14473,8.751322928
14474,9.430858991
14475,9.41541499
14476,8.921206943
14477,7.91734685
14478,7.037038768
14479,7.191478782
14480,16.19731237
14481,31.65771452
14482,41.35180528
14483,36.74740137
14484,30.31832325
14485,24.15712338
14486,20.33029117
14487,18.18726512
14488,18.68475331
14489,19.37358311
14490,18.87609492
14491,12.25567519
14492,19.71799801
14493,27.79261399
14494,29.74429842
14495,28.86412701
14496,27.90741895
14497,28.21356553
14498,27.83088231
14499,25.76439291
14500,22.97080539
14501,16.88614217
14502,10.5891591
14503,7.562134817
14504,10.20305906
14505,20.82777935
14506,33.49459399
14507,11.12969915
14508,0
14509,0
14510,0
14511,0
14512,3.670246453
14513,6.280282697
14514,5.801518652
14515,3.963682481
14516,6.249394694
14517,8.535106907
14518,9.616187008
14519,9.230086972
14520,7.593022819
14521,4.905766568
14522,1.307314232
14523,0
14524,0
14525,0
14526,0
14527,0
14528,0
14529,0
14530,10.28027907
14531,25.15209976
14532,35.48454674
14533,41.29822963
14534,42.69119655
14535,46.38791647
14536,49.70960684
14537,48.95954772
14538,41.03035137
14539,23.73617184
14540,32.92056915
14541,53.88850761
14542,61.28194746
14543,36.2881815
14544,17.68977694
14545,12.1026019
14546,10.07950705
14547,8.689546922
14548,33.83900889
14549,39.00523238
14550,28.44317546
14551,14.28389626
14552,8.921206943
14553,14.09255465
14554,35.98203493
14555,50.99542246
14556,60.96049355
14557,58.3888623
14558,47.83445905
14559,37.89545104
14560,27.48646741
14561,12.60009009
14562,4.303450512
14563,0
14564,0
14565,0.859438191
14566,3.253258414
14567,3.994570483
14568,3.438586431
14569,3.083374398
14570,2.975266388
14571,2.311174326
14572,1.27642623
14573,0.488782156
14574,0
14575,0
14576,3.623914449
14577,6.820822747
14578,11.14514315
14579,10.04861905
14580,11.11425515
14581,14.55177452
14582,14.97272606
14583,13.55679814
14584,10.77448712
14585,8.13356287
14586,4.442446525
14587,0
14588,0
14589,0
14590,0
14591,0
14592,0
14593,0
14594,0
14595,1.152874218
14596,3.515806439
14597,4.612330541
14598,5.044762581
14599,5.2455346
14600,7.732018832
14601,6.079510678
14602,0
14603,0
14604,0.581446165
14605,6.604606727
14606,18.99089989
14607,32.49961761
14608,31.58117788
14609,23.73617184
14610,11.23780716
14611,4.967542574
14612,3.145150404
14613,2.172178313
14614,0.766774182
14615,0
14616,0.10268212
14617,2.743606367
14618,6.156730685
14619,8.087230866
14620,6.465610714
14621,1.199206222
14622,0
14623,0
14624,0
14625,0
14626,11.19147516
14627,27.56300405
14628,30.96888472
14629,32.53788593
14630,34.18342379
14631,34.10688714
14632,34.29822875
14633,34.87225358
14634,30.39485989
14635,16.96267882
14636,19.64146137
14637,27.52473573
14638,29.70603009
14639,23.73617184
14640,10.80537512
14641,4.735882553
14642,5.399974615
14643,10.41927508
14644,18.53168002
14645,13.17411492
14646,6.589162726
14647,3.345922423
14648,8.334334889
14649,20.2154862
14650,52.28123808
14651,79.70902181
14652,92.44280601
14653,103.8535996
14654,114.5202111
14655,118.1584351
14656,108.7321274
14657,87.15084375
14658,53.62062936
14659,18.1489968
14660,10.40383108
14661,11.12969915
14662,15.58501922
14663,22.05236566
14664,26.79763761
14665,27.40993076
14666,23.92751345
14667,16.19731237
14668,9.183754968
14669,5.152870592
14670,1.616194261
14671,0
14672,1.044766208
14673,4.59688654
14674,7.855570844
14675,8.24167088
14676,9.060202956
14677,13.40372485
14678,23.39175694
14679,31.19849466
14680,34.94879023
14681,34.48957036
14682,23.73617184
14683,9.647075011
14684,6.63549473
14685,6.666382733
14686,6.666382733
14687,6.342058703
14688,5.647078638
14689,4.473334528
14690,4.396114521
14691,5.044762581
14692,4.380670519
14693,1.38453424
14694,0
14695,0
14696,0
14697,0
14698,1.616194261
14699,6.95981876
14700,10.26483507
14701,9.662519013
14702,5.322754607
14703,0
14704,0
14705,0
14706,0
14707,0
14708,0
14709,0
14710,5.492638623
14711,19.33531479
14712,51.37045202
14713,87.97771285
14714,90.70638089
14715,71.24701855
14716,58.71031621
14717,49.01312337
14718,26.9507109
14719,8.982982949
14720,3.515806439
14721,5.152870592
14722,18.60821667
14723,31.04542137
14724,39.47665749
14725,40.92320007
14726,36.86220634
14727,35.82896164
14728,37.43623117
14729,35.67588835
14730,25.07556311
14731,5.693410642
14732,1.245538227
14733,0
14734,0
14735,0
14736,0
14737,0
14738,0
14739,0
14740,0
14741,0
14742,0
14743,0
14744,0
14745,0
14746,0
14747,0
14748,0
14749,3.0988184
14750,5.168314593
14751,6.620050729
14752,7.500358811
14753,7.423138804
14754,6.85171075
14755,5.214646597
14756,9.260974975
14757,15.27887264
14758,19.67972969
14759,21.51660915
14760,22.05236566
14761,19.10570486
14762,12.29394351
14763,7.639354824
14764,1.971406294
14765,0
14766,0
14767,0
14768,0
14769,3.840130469
14770,9.353638984
14771,19.71799801
14772,16.84787385
14773,5.106538587
14774,0
14775,0
14776,0
14777,0
14778,0
14779,0
14780,0
14781,0
14782,0
14783,0
14784,0
14785,0
14786,0
14787,0.071794117
14788,2.079514305
14789,1.415422243
14790,0
14791,0
14792,0
14793,0
14794,1.955962293
14795,0.952102199
14796,0
14797,0
14798,0
14799,0
14800,0
14801,0
14802,0
14803,0
14804,0
14805,0
14806,0
14807,2.017738299
14808,6.774490743
14809,9.554411003
14810,10.71271111
14811,10.99070314
14812,10.89803913
14813,11.00614714
14814,12.29394351
14815,18.60821667
14816,45.63785736
14817,66.53236126
14818,125.0214487
14819,140.2408469
14820,109.5589965
14821,65.78230214
14822,36.82393801
14823,21.55487747
14824,11.12969915
14825,6.573718724
14826,1.446310245
14827,0
14828,0
14829,5.2455346
14830,9.647075011
14831,12.17913855
14832,13.05930996
14833,12.02606526
14834,10.72815511
14835,9.894179034
14836,9.230086972
14837,8.504218905
14838,7.91734685
14839,7.315030793
14840,12.7914317
14841,32.6526909
14842,50.94184681
14843,50.24536335
14844,38.46947587
14845,26.98897922
14846,14.01601801
14847,6.357502704
14848,0.519670159
14849,0
14850,0
14851,0
14852,0
14853,1.137430217
14854,4.473334528
14855,5.35364261
14856,4.936654571
14857,4.272562509
14858,4.071790491
14859,2.604610354
14860,0
14861,0
14862,0
14863,0
14864,0
14865,8.040898861
14866,23.08561036
14867,21.01912096
14868,9.353638984
14869,1.399978241
14870,0
14871,0
14872,0
14873,0
14874,0
14875,0
14876,1.199206222
14877,7.91734685
14878,12.33221183
14879,16.80960553
14880,18.91436325
14881,19.5266564
14882,17.38363036
14883,11.758187
14884,8.318890887
14885,6.85171075
14886,10.31116707
14887,23.5065619
14888,54.74571803
14889,74.56870891
14890,101.6210531
14891,91.11981544
14892,71.56847245
14893,46.65579473
14894,23.31522029
14895,9.013870952
14896,4.643218544
14897,3.284146417
14898,3.253258414
14899,4.550554535
14900,14.70484781
14901,25.87919788
14902,26.14707613
14903,20.10068123
14904,11.12969915
14905,7.963678854
14906,5.060206583
14907,3.006154391
14908,2.14129031
14909,2.959822387
14910,7.037038768
14911,16.57999559
14912,50.19178769
14913,85.57979245
14914,136.1014947
14915,126.2617524
14916,95.50222169
14917,61.17479615
14918,30.70100647
14919,10.74359911
14920,4.797658558
14921,0.288010137
14922,0
14923,0
14924,4.81310256
14925,9.446302992
14926,9.878735033
14927,6.511942718
14928,1.477198248
14929,0
14930,0
14931,0
14932,0
14933,0.179902127
14934,6.017734672
14935,11.22236316
14936,30.05044499
14937,37.85718271
14938,66.42520995
14939,65.46084824
14940,48.79882077
14941,30.96888472
14942,14.70484781
14943,5.492638623
14944,0
14945,0.797662185
14946,8.813098933
14947,20.17721788
14948,41.03035137
14949,49.38815293
14950,36.93874298
14951,21.66968244
14952,8.658658919
14953,2.759050368
14954,0.658666172
14955,1.27642623
14956,1.029322207
14957,0
14958,0
14959,0
14960,0
14961,0
14962,0
14963,0
14964,0
14965,0
14966,0
14967,0
14968,0
14969,0
14970,0
14971,0
14972,0
14973,4.056346489
14974,5.585302632
14975,5.183758594
14976,2.851714377
14977,0
14978,0
14979,3.0988184
14980,6.403834708
14981,8.967538948
14982,10.75904312
14983,13.21238324
14984,26.72110097
14985,46.97724863
14986,78.37258013
14987,89.46607724
14988,68.24678209
14989,40.70889746
14990,21.66968244
14991,11.05247914
14992,11.45204042
14993,27.6395407
14994,50.56681725
14995,65.51442389
14996,71.46132115
14997,53.45990241
14998,32.27000768
14999,20.13894955
15000,13.02104163
15001,11.28413916
15002,10.6200471
15003,9.909623036
15004,8.02545486
15005,5.755186648
15006,4.087234492
15007,3.330478421
15008,10.31116707
15009,34.98705855
15010,54.74571803
15011,54.10281022
15012,36.55605976
15013,20.71297439
15014,9.013870952
15015,3.20692641
15016,1.121986215
15017,6.604606727
15018,26.606296
15019,49.12027467
15020,64.49648652
15021,48.90597207
15022,25.26690472
15023,11.12969915
15024,8.164450873
15025,7.994566857
15026,8.828542935
15027,9.523523
15028,9.276418977
15029,8.210782877
15030,7.562134817
15031,8.118118868
15032,22.77946378
15033,47.13797559
15034,55.92438235
15035,48.20948861
15036,36.17337654
15037,21.97582902
15038,9.600743007
15039,6.728158739
15040,7.855570844
15041,16.23558069
15042,32.80576419
15043,53.3527511
15044,77.19391581
15045,70.01477857
15046,49.38815293
15047,33.11191077
15048,26.10880781
15049,24.42500164
15050,23.58309855
15051,23.81270848
15052,23.27695197
15053,20.52163278
15054,13.78640808
15055,10.6046031
15056,25.07556311
15057,54.26353717
15058,77.94397492
15059,72.47925852
15060,54.26353717
15061,30.70100647
15062,9.600743007
15063,0.442450152
15064,0
15065,0
15066,0
15067,0
15068,1.49264225
15069,2.666386359
15070,2.172178313
15071,1.986850296
15072,2.789938371
15073,1.461754247
15074,0
15075,1.137430217
15076,2.681830361
15077,0
15078,0
15079,0
15080,0
15081,0
15082,0
15083,3.42314243
15084,6.017734672
15085,5.183758594
15086,6.95981876
15087,10.45016309
15088,13.97774969
15089,10.52738309
15090,7.654798825
15091,4.890322567
15092,10.09495105
15093,17.99592351
15094,21.47834083
15095,21.09565761
15096,19.48838808
15097,17.68977694
15098,13.97774969
15099,9.677963014
15100,6.156730685
15101,1.971406294
15102,0
15103,0
15104,0
15105,0
15106,1.106542214
15107,3.577582444
15108,0.42700615
15109,0
15110,0
15111,0
15112,0
15113,0
15114,0
15115,0
15116,0.42700615
15117,3.469474434
15118,2.728162365
15119,0.164458126
15120,0
15121,0
15122,0
15123,0
15124,0
15125,0
15126,0
15127,0
15128,0
15129,0
15130,0
15131,0
15132,3.608470447
15133,9.430858991
15134,15.39367761
15135,18.26380177
15136,20.06241291
15137,20.2154862
15138,11.16058715
15139,9.585299005
15140,20.36855949
15141,37.20662124
15142,43.81628522
15143,44.88779824
15144,47.7808834
15145,34.25996043
15146,15.43194593
15147,6.712714737
15148,4.303450512
15149,3.562138443
15150,2.357506331
15151,0
15152,0
15153,0
15154,0
15155,0
15156,0
15157,0
15158,0
15159,0
15160,0.596890166
15161,0
15162,0
15163,0
15164,5.152870592
15165,10.66637911
15166,16.69480056
15167,18.8378266
15168,15.58501922
15169,10.17217106
15170,6.357502704
15171,1.075654211
15172,0
15173,0
15174,0
15175,0
15176,0
15177,8.905762942
15178,33.80074056
15179,41.67325918
15180,40.06598965
15181,31.92559278
15182,22.74119546
15183,14.43696955
15184,10.43471908
15185,10.45016309
15186,10.31116707
15187,10.43471908
15188,22.81773211
15189,29.97390835
15190,27.02724754
15191,16.80960553
15192,8.488774903
15193,4.164454499
15194,0.751330181
15195,0
15196,0.720442178
15197,1.554418256
15198,2.357506331
15199,3.438586431
15200,8.318890887
15201,10.24939107
15202,14.78138445
15203,12.06433358
15204,6.604606727
15205,0.658666172
15206,0
15207,0
15208,0
15209,0
15210,3.793798465
15211,6.496498717
15212,13.36545653
15213,19.29704647
15214,15.58501922
15215,9.63163101
15216,5.832406655
15217,3.454030433
15218,2.820826374
15219,4.149010498
15220,6.820822747
15221,7.129702776
15222,2.589166352
15223,0
15224,3.840130469
15225,14.55177452
15226,31.04542137
15227,36.09683989
15228,22.05236566
15229,3.871018472
15230,0
15231,0
15232,0
15233,7.191478782
15234,18.79955828
15235,16.19731237
15236,17.42189868
15237,11.33723546
15238,6.836266749
15239,4.998430577
15240,5.554414629
15241,6.064066677
15242,5.044762581
15243,3.222370411
15244,2.820826374
15245,3.31503442
15246,2.527390346
15247,0
15248,0
15249,0
15250,6.697270736
15251,19.67972969
15252,27.25685748
15253,23.31522029
15254,12.71489506
15255,7.948234853
15256,6.141286684
15257,8.56599491
15258,19.48838808
15259,38.81389077
15260,77.51536972
15261,90.95444162
15262,75.21161672
15263,59.83540488
15264,47.13797559
15265,37.09181627
15266,32.95883748
15267,34.33649707
15268,29.8973717
15269,25.41997801
15270,22.12890231
15271,22.32024392
15272,42.8519235
15273,73.33646894
15274,109.4763095
15275,100.2153756
15276,74.89016282
15277,47.40585384
15278,23.54483023
15279,8.056342863
15280,2.094958306
15281,0
15282,0.843994189
15283,7.284142791
15284,33.03537412
15285,60.15685878
15286,73.97937675
15287,78.10470188
15288,73.97937675
15289,62.35346048
15290,48.95954772
15291,36.82393801
15292,26.56802768
15293,15.89116579
15294,8.998426951
15295,3.901906475
15296,5.260978602
15297,20.67470606
15298,48.53094251
15299,56.40656321
15300,41.40538093
15301,22.81773211
15302,7.345918796
15303,0
15304,0
15305,0
15306,0.64322217
15307,10.82081912
15308,50.08463639
15309,74.3544063
15310,70.01477857
15311,52.76341894
15312,37.70410942
15313,32.46134929
15314,27.56300405
15315,28.09876056
15316,32.49961761
15317,29.62949345
15318,23.43002526
15319,16.73306888
15320,27.75434566
15321,43.76270957
15322,56.19226061
15323,46.38791647
15324,35.14013184
15325,18.37860674
15326,5.276422603
15327,0
15328,0
15329,3.732022459
15330,8.056342863
15331,9.538967001
15332,11.17603115
15333,9.600743007
15334,5.322754607
15335,0.782218183
15336,0
15337,1.121986215
15338,6.372946706
15339,10.54282709
15340,14.01601801
15341,12.56182177
15342,9.569855004
15343,6.450166713
15344,8.890318941
15345,11.37550378
15346,10.46560709
15347,7.469470808
15348,6.589162726
15349,9.121978962
15350,15.50848257
15351,31.81078781
15352,55.81723105
15353,72.21138026
15354,72.21138026
15355,43.38768001
15356,32.61442258
15357,26.33841774
15358,21.05738929
15359,13.97774969
15360,10.14128306
15361,12.25567519
15362,11.19147516
15363,9.353638984
15364,7.531246814
15365,6.295726698
15366,9.044758955
15367,21.70795076
15368,50.08463639
15369,81.03201238
15370,127.4193691
15371,156.2370056
15372,149.2776379
15373,129.6519157
15374,104.7631557
15375,77.46179406
15376,55.81723105
15377,33.60939895
15378,12.06433358
15379,1.786078277
15380,0
15381,0
15382,0
15383,0
15384,0
15385,0
15386,0
15387,0
15388,0
15389,0
15390,0
15391,0
15392,0
15393,4.535110534
15394,15.12579935
15395,17.19228875
15396,8.56599491
15397,3.145150404
15398,0.735886179
15399,1.307314232
15400,2.805382372
15401,3.74746646
15402,2.959822387
15403,1.106542214
15404,0.890326194
15405,0.303454139
15406,0
15407,0
15408,0
15409,0
15410,0
15411,0
15412,0
15413,0
15414,0.998434204
15415,0.998434204
15416,0.550558162
15417,0
15418,0
15419,0
15420,5.446306619
15421,11.52857707
15422,28.25183385
15423,38.46947587
15424,38.46947587
15425,28.59624875
15426,10.66637911
15427,0.365230145
15428,0
15429,0
15430,0
15431,0
15432,8.071786864
15433,11.28413916
15434,19.71799801
15435,28.63451707
15436,30.39485989
15437,22.43504888
15438,11.83472365
15439,8.365222892
15440,10.37294308
15441,10.80537512
15442,24.15712338
15443,28.63451707
15444,20.86604768
15445,15.85289747
15446,13.40372485
15447,9.477190995
15448,5.230090599
15449,0
15450,0
15451,0
15452,0
15453,0
15454,4.241674506
15455,8.303446886
15456,10.6354911
15457,12.75316338
15458,11.64338204
15459,9.075646958
15460,8.380666893
15461,9.816959027
15462,16.96267882
15463,25.34344137
15464,40.70889746
15465,73.55077154
15466,135.853434
15467,150.7318341
15468,123.781145
15469,96.49446462
15470,70.81841334
15471,53.88850761
15472,37.89545104
15473,22.47331721
15474,8.426998897
15475,3.129706403
15476,1.832410282
15477,7.840126843
15478,17.61324029
15479,25.72612459
15480,27.60127238
15481,23.96578177
15482,10.86715113
15483,1.461754247
15484,0
15485,0
15486,1.369090238
15487,3.454030433
15488,9.245530974
15489,20.59816942
15490,28.36663882
15491,18.79955828
15492,7.268698789
15493,0
15494,0
15495,0
15496,0
15497,0
15498,0
15499,0
15500,0
15501,0.874882192
15502,4.828546561
15503,8.257114881
15504,10.69726711
15505,13.8246764
15506,15.69982418
15507,10.34205508
15508,7.037038768
15509,4.457890527
15510,1.60075026
15511,0.396118147
15512,4.658662545
15513,23.39175694
15514,70.44338378
15515,136.9283638
15516,181.5815687
15517,169.6363853
15518,113.3625943
15519,50.7275442
15520,23.08561036
15521,8.473330902
15522,0.365230145
15523,0
15524,0
15525,0
15526,0
15527,0
15528,0
15529,0
15530,0
15531,0
15532,5.677966641
15533,15.50848257
15534,28.71105372
15535,35.44627842
15536,55.5493528
15537,60.15685878
15538,196.4351446
15539,224.0078715
15540,203.18677
15541,155.9253921
15542,112.6184121
15543,76.92603755
15544,56.08510931
15545,34.83398526
15546,23.8509768
15547,13.36545653
15548,18.22553345
15549,21.89929237
15550,14.1690913
15551,5.909626662
15552,0
15553,0
15554,0
15555,1.245538227
15556,9.863291031
15557,18.95263157
15558,18.45514338
15559,12.94450499
15560,18.64648499
15561,34.10688714
15562,74.94373847
15563,118.5718697
15564,119.8121733
15565,95.25416096
15566,61.0140692
15567,35.90549828
15568,22.81773211
15569,11.4137721
15570,5.616190635
15571,2.573722351
15572,4.843990563
15573,7.80923884
15574,8.67410292
15575,7.732018832
15576,5.662522639
15577,1.909630289
15578,0
15579,0
15580,0
15581,0
15582,3.376810426
15583,7.083370772
15584,9.091090959
15585,16.84787385
15586,26.18534446
15587,25.2286364
15588,18.72302163
15589,13.02104163
15590,10.14128306
15591,7.901902848
15592,4.952098573
15593,3.160594406
15594,1.971406294
15595,1.986850296
15596,5.35364261
15597,8.797654932
15598,10.31116707
15599,10.72815511
15600,11.19147516
15601,9.260974975
15602,6.326614701
15603,4.102678494
15604,1.677970267
15605,0
15606,0
15607,0
15608,0
15609,0
15610,7.237810786
15611,4.843990563
15612,0
15613,0
15614,0
15615,0
15616,0
15617,1.152874218
15618,0.303454139
15619,0
15620,0
15621,0
15622,0
15623,0
15624,0
15625,3.979126482
15626,8.735878926
15627,10.68182311
15628,10.26483507
15629,8.905762942
15630,7.562134817
15631,7.052482769
15632,16.7713372
15633,26.75936929
15634,33.83900889
15635,36.47952312
15636,31.73425117
15637,18.53168002
15638,8.426998897
15639,5.2455346
15640,6.249394694
15641,10.69726711
15642,15.81462915
15643,17.84285022
15644,30.50966486
15645,38.46947587
15646,42.31616699
15647,42.36974265
15648,37.85718271
15649,33.18844741
15650,32.34654432
15651,34.83398526
15652,37.01527963
15653,36.90047466
15654,30.9306164
15655,26.79763761
15656,35.21666848
15657,45.74500866
15658,76.12240279
15659,87.15084375
15660,89.54876415
15661,80.70126474
15662,70.81841334
15663,67.97890383
15664,81.11469929
15665,76.92603755
15666,36.05857157
15667,12.06433358
15668,15.35540928
15669,20.5599011
15670,16.69480056
15671,9.214642971
15672,7.345918796
15673,10.54282709
15674,9.63163101
15675,8.272558883
15676,15.35540928
15677,27.18032083
15678,33.3415207
15679,37.6658411
15680,53.08487285
15681,55.33505019
15682,54.37068847
15683,68.30035774
15684,79.70902181
15685,74.08652805
15686,55.977958
15687,42.7447722
15688,40.44101921
15689,38.66081748
15690,28.09876056
15691,9.30730698
15692,7.330474795
15693,7.222366785
15694,7.840126843
15695,9.353638984
15696,10.82081912
15697,11.00614714
15698,8.535106907
15699,4.427002524
15700,0.952102199
15701,0
15702,0
15703,0
15704,0
15705,0
15706,6.064066677
15707,7.392250801
15708,9.894179034
15709,13.40372485
15710,16.35038566
15711,20.67470606
15712,29.66776177
15713,36.09683989
15714,33.3415207
15715,26.18534446
15716,30.47139654
15717,38.31640258
15718,44.19131478
15719,47.35227819
15720,42.95907481
15721,35.02532687
15722,30.01217667
15723,28.55798043
15724,23.81270848
15725,11.4137721
15726,7.037038768
15727,4.735882553
15728,7.345918796
15729,18.64648499
15730,33.72420392
15731,53.40632676
15732,70.87198899
15733,81.28007311
15734,63.4249735
15735,33.72420392
15736,10.6509351
15737,2.0331823
15738,0
15739,0
15740,0
15741,0
15742,0
15743,0
15744,0
15745,0
15746,0
15747,0
15748,0
15749,0
15750,0
15751,0
15752,4.70499455
15753,29.66776177
15754,77.78324797
15755,133.8689481
15756,152.601515
15757,165.6892812
15758,181.166084
15759,177.7383358
15760,163.9234715
15761,146.3692454
15762,86.65472228
15763,44.83422259
15764,36.51779144
15765,30.50966486
15766,22.62639049
15767,14.09255465
15768,8.998426951
15769,6.20306269
15770,0
15771,0.921214196
15772,5.708854643
15773,5.260978602
15774,4.210786504
15775,1.955962293
15776,0.566002163
15777,0
15778,0
15779,0
15780,2.388394333
15781,8.967538948
15782,8.504218905
15783,7.670242827
15784,9.84784703
15785,13.51852982
15786,18.22553345
15787,12.60009009
15788,16.04423908
15789,15.92943412
15790,14.1690913
15791,12.94450499
15792,9.786071024
15793,3.376810426
15794,0
15795,0
15796,0
15797,0
15798,1.832410282
15799,7.237810786
15800,18.79955828
