h,1
1,0.010
2,0.006
3,0.005
4,0.005
5,0.008
6,0.015
7,0.112
8,0.296
9,0.468
10,0.451
11,0.302
12,0.166
13,0.080
14,0.047
15,0.038
16,0.040
17,0.088
18,0.164
19,0.206
20,0.170
21,0.092
22,0.031
23,0.011
24,0.011
25,0.019
26,0.025
27,0.022
28,0.016
29,0.013
30,0.116
31,0.409
32,0.632
33,0.807
34,0.868
35,0.843
36,0.853
37,0.928
38,1.020
39,1.075
40,0.838
41,1.231
42,1.913
43,2.351
44,2.285
45,2.123
46,1.972
47,1.571
48,1.261
49,1.068
50,0.939
51,0.835
52,0.696
53,0.575
54,2.084
55,3.190
56,2.602
57,2.094
58,1.665
59,1.309
60,0.990
61,0.762
62,0.658
63,0.589
64,0.437
65,0.742
66,1.279
67,1.613
68,1.693
69,1.639
70,1.564
71,1.484
72,1.480
73,1.417
74,1.258
75,1.070
76,0.869
77,0.728
78,1.824
79,1.947
80,1.352
81,0.928
82,0.573
83,0.308
84,0.160
85,0.092
86,0.056
87,0.111
88,0.120
89,0.309
90,0.501
91,0.598
92,0.691
93,0.934
94,1.266
95,1.679
96,1.937
97,1.666
98,1.776
99,1.997
100,1.917
101,1.982
102,2.889
103,3.714
104,2.480
105,1.260
106,0.596
107,0.264
108,0.114
109,0.067
110,0.063
111,0.073
112,0.058
113,0.174
114,0.579
115,1.389
116,2.393
117,3.049
118,3.252
119,3.088
120,2.651
121,2.196
122,1.887
123,1.546
124,1.259
125,1.012
126,0.827
127,1.771
128,1.356
129,0.878
130,0.490
131,0.252
132,0.123
133,0.085
134,0.130
135,0.194
136,0.145
137,0.204
138,0.295
139,0.415
140,0.832
141,1.482
142,2.065
143,2.236
144,2.017
145,1.545
146,1.133
147,0.867
148,0.766
149,0.638
150,0.596
151,1.004
152,0.984
153,0.771
154,0.486
155,0.249
156,0.097
157,0.033
158,0.035
159,0.046
160,0.046
161,0.068
162,0.063
163,0.040
164,0.030
165,0.102
166,0.189
167,0.311
168,0.383
169,0.486
170,0.545
171,0.348
172,0.136
173,0.063
174,0.180
175,0.501
176,0.746
177,0.846
178,0.764
179,0.579
180,0.379
181,0.244
182,0.217
183,0.259
184,0.260
185,0.305
186,0.312
187,0.252
188,0.157
189,0.079
190,0.043
191,0.031
192,0.032
193,0.038
194,0.046
195,0.051
196,0.046
197,0.046
198,0.224
199,0.841
200,1.314
201,1.674
202,1.746
203,1.627
204,1.395
205,1.051
206,0.726
207,0.426
208,0.166
209,0.094
210,0.091
211,0.129
212,0.186
213,0.218
214,0.245
215,0.311
216,0.458
217,0.599
218,0.677
219,0.725
220,0.692
221,0.722
222,1.396
223,1.930
224,1.709
225,1.456
226,1.229
227,1.060
228,0.962
229,0.913
230,0.948
231,1.045
232,0.872
233,1.372
234,2.037
235,2.253
236,2.116
237,1.917
238,1.807
239,1.602
240,1.317
241,0.981
242,0.780
243,0.670
244,0.544
245,0.429
246,0.316
247,0.111
248,0.085
249,0.088
250,0.089
251,0.089
252,0.101
253,0.133
254,0.235
255,0.458
256,0.689
257,1.404
258,2.130
259,2.995
260,3.470
261,3.341
262,2.855
263,2.061
264,1.505
265,1.082
266,0.830
267,0.625
268,0.445
269,0.297
270,0.611
271,0.946
272,0.970
273,0.969
274,0.850
275,0.715
276,0.691
277,0.765
278,0.976
279,1.232
280,1.251
281,2.230
282,3.349
283,3.826
284,3.823
285,3.616
286,3.176
287,2.664
288,2.282
289,1.881
290,1.459
291,1.175
292,0.990
293,0.878
294,1.720
295,2.065
296,1.770
297,1.379
298,1.019
299,0.722
300,0.548
301,0.508
302,0.588
303,0.731
304,0.697
305,1.359
306,2.252
307,2.645
308,2.780
309,2.540
310,2.183
311,2.008
312,1.771
313,1.486
314,1.330
315,1.193
316,1.082
317,0.963
318,2.080
319,3.076
320,2.363
321,1.789
322,1.436
323,1.253
324,1.231
325,1.414
326,1.822
327,2.430
328,2.690
329,3.677
330,4.126
331,3.895
332,3.576
333,3.145
334,2.638
335,2.371
336,2.230
337,2.089
338,1.926
339,1.768
340,1.558
341,1.407
342,3.239
343,5.048
344,4.371
345,3.576
346,2.958
347,2.487
348,2.193
349,2.025
350,2.084
351,2.301
352,2.094
353,2.982
354,3.857
355,4.067
356,3.577
357,2.469
358,1.706
359,1.372
360,1.182
361,1.088
362,0.997
363,0.841
364,0.670
365,0.487
366,0.530
367,0.798
368,0.666
369,0.535
370,0.443
371,0.413
372,0.450
373,0.532
374,0.655
375,0.776
376,0.775
377,1.321
378,1.745
379,1.531
380,1.069
381,0.711
382,0.485
383,0.366
384,0.332
385,0.321
386,0.323
387,0.298
388,0.193
389,0.098
390,0.053
391,0.052
392,0.112
393,0.166
394,0.183
395,0.199
396,0.256
397,0.352
398,0.498
399,0.682
400,0.666
401,1.153
402,1.601
403,1.983
404,2.008
405,1.682
406,1.201
407,0.795
408,0.476
409,0.319
410,0.233
411,0.180
412,0.164
413,0.195
414,0.477
415,0.918
416,1.075
417,0.961
418,0.683
419,0.407
420,0.217
421,0.115
422,0.079
423,0.072
424,0.037
425,0.082
426,0.251
427,0.575
428,0.843
429,0.821
430,0.699
431,0.524
432,0.299
433,0.176
434,0.138
435,0.136
436,0.137
437,0.162
438,0.140
439,0.032
440,0.024
441,0.042
442,0.040
443,0.014
444,0.003
445,0.001
446,0
447,0
448,0.002
449,0.045
450,0.196
451,0.335
452,0.329
453,0.289
454,0.275
455,0.249
456,0.181
457,0.151
458,0.143
459,0.137
460,0.136
461,0.148
462,0.290
463,0.665
464,0.997
465,1.086
466,0.922
467,0.680
468,0.490
469,0.335
470,0.217
471,0.145
472,0.074
473,0.141
474,0.279
475,0.322
476,0.233
477,0.079
478,0.025
479,0.031
480,0.054
481,0.093
482,0.154
483,0.220
484,0.272
485,0.315
486,0.274
487,0.251
488,0.276
489,0.339
490,0.377
491,0.352
492,0.290
493,0.227
494,0.161
495,0.077
496,0.020
497,0.034
498,0.124
499,0.164
500,0.097
501,0.027
502,0.006
503,0.002
504,0.002
505,0.003
506,0.004
507,0.006
508,0.011
509,0.029
510,0.189
511,0.505
512,0.744
513,0.928
514,0.973
515,0.945
516,0.931
517,0.980
518,1.134
519,1.337
520,1.304
521,2.033
522,2.830
523,2.944
524,2.591
525,2.198
526,1.635
527,1.273
528,1.113
529,1.017
530,1.003
531,1.015
532,0.985
533,0.969
534,2.285
535,2.720
536,2.503
537,2.398
538,2.204
539,2.009
540,1.916
541,1.922
542,2.136
543,2.448
544,2.642
545,3.898
546,4.756
547,4.470
548,4.341
549,3.978
550,3.367
551,2.530
552,2.169
553,2.083
554,2.036
555,1.987
556,1.843
557,1.674
558,3.576
559,3.626
560,2.988
561,2.794
562,2.614
563,2.351
564,2.198
565,2.168
566,2.380
567,2.966
568,3.377
569,4.826
570,4.980
571,4.013
572,3.200
573,2.624
574,2.126
575,1.789
576,1.510
577,1.236
578,1.004
579,0.787
580,0.654
581,0.725
582,1.671
583,1.732
584,1.379
585,1.177
586,1.021
587,0.881
588,0.706
589,0.531
590,0.383
591,0.297
592,0.249
593,0.641
594,1.079
595,1.200
596,1.113
597,0.961
598,0.776
599,0.621
600,0.550
601,0.505
602,0.459
603,0.450
604,0.464
605,0.460
606,0.594
607,0.526
608,0.217
609,0.043
610,0.005
611,0.001
612,0
613,0.001
614,0.002
615,0.008
616,0.034
617,0.230
618,0.494
619,0.590
620,0.668
621,0.847
622,0.952
623,0.949
624,0.908
625,0.822
626,0.666
627,0.511
628,0.374
629,0.259
630,0.190
631,0.134
632,0.108
633,0.106
634,0.087
635,0.067
636,0.050
637,0.045
638,0.046
639,0.076
640,0.110
641,0.281
642,0.618
643,1.126
644,1.646
645,2.096
646,1.730
647,1.330
648,1.150
649,1.011
650,0.862
651,0.726
652,0.578
653,0.504
