,DT
1744,110.2276667
1745,119.3451667
1746,116.9883333
1747,120.0308333
1748,135.6775
1749,130.25
1750,119.325
1751,112.2916667
1752,92.06666667
1753,88.98
1754,81.79833333
1755,80.94416667
1756,80.74416667
1757,80.16916667
1758,81.0187
1759,85.6928
1760,108.2027333
1761,150.8083333
1762,147.9925
1763,147.3616667
1764,140.2283333
1765,126.2421667
1766,100.0624167
1767,86.06166667
1768,110.2276667
1769,119.3451667
1770,116.9883333
1771,120.0308333
1772,135.6775
1773,130.25
1774,119.325
1775,112.2916667
1776,92.06666667
1777,78.82288333
1778,84.6227
1779,81.90936667
1780,80.21258333
1781,75.1328
1782,77.93555
1783,91.51936667
1784,100.2281833
1785,119.242
1786,131.5458333
1787,121.8393333
1788,125.5227833
1789,119.8106167
1790,111.1401667
1791,125.2325167
1792,115.3199167
1793,135.5731667
1794,106.6321
1795,91.47986667
1796,98.528
1797,94.82533333
1798,91.79216667
1799,87.15333333
1800,73.9195
1801,90.29216667
1802,85.79793333
1803,77.52733333
1804,73.4935
1805,73.1695
1806,74.8015
1807,83.609
1808,95.45083333
1809,105.7107833
1810,117.3026667
1811,142.6933333
1812,120.505
1813,123.71
1814,105.3108333
1815,109.4948333
1816,94.09616667
1817,93.94833333
1818,98.09148333
1819,128.612
1820,125.4116667
1821,117.38
1822,109.5
1823,103.2106667
1824,84.93875
1825,77.37716667
1826,72.05383333
1827,69.65
1828,69.374
1829,69.23266667
1830,71.4705
1831,80.22216667
1832,86.72016667
1833,108.4476667
1834,102.049
1835,114.0738333
1836,93.7285
1837,102.37
1838,93.15108333
1839,104.6890833
1840,92.95818333
1841,82.59323333
1842,104.8478667
1843,133.2483333
1844,139.425
1845,129.6635
1846,117.8816667
1847,104.031
1848,91.58633333
1849,88.66333333
1850,84.78416667
1851,81.99583333
1852,80.04416667
1853,80.47333333
1854,82.29083333
1855,100.7201667
1856,112.5333333
1857,124.155
1858,136.638
1859,130.3861667
1860,140.9966667
1861,153.7541667
1862,142.1408333
1863,132.8861667
1864,119.6058333
1865,134.155
1866,119.5883333
1867,124.5541667
1868,136.925
1869,134.8583333
1870,119.9833333
1871,121.0833333
1872,100.9141667
1873,96.3624
1874,82.5805
1875,78.42563333
1876,78.011
1877,74.35516667
1878,75.209
1879,95.74866667
1880,118.3693333
1881,128.31
1882,141.685
1883,151.445
1884,149.67
1885,140.36
1886,147.295
1887,142.235
1888,139.5
1889,136.4721667
1890,122.1686667
1891,141.1183333
1892,150.135
1893,140.3225
1894,136.0383333
1895,116.4451667
1896,106.3268333
1897,96.3624
1898,82.5805
1899,78.42563333
1900,78.011
1901,74.35516667
1902,75.209
1903,95.74866667
1904,118.3693333
1905,128.31
1906,141.685
1907,151.445
1908,149.67
1909,140.36
1910,147.295
1911,142.235
1912,139.5
1913,136.4721667
1914,122.1686667
1915,141.1183333
1916,150.135
1917,140.3225
1918,136.0383333
1919,116.4451667
1920,106.3268333
1921,97.55935
1922,87.55466667
1923,83.97316667
1924,85.027
1925,77.72168333
1926,83.79243333
1927,83.60863333
1928,104.5233
1929,139.4295
1930,148.1931667
1931,144.2643333
1932,138.5346
1933,130.4653
1934,143.5215333
1935,126.1312833
1936,157.345
1937,117.7238667
1938,137.5693333
1939,140.3916667
1940,144.0008333
1941,138.0033333
1942,120.648
1943,106.7351
1944,92.1142
1945,89.03695
1946,82.25886667
1947,77.9382
1948,77.69626667
1949,80.69858333
1950,78.99533333
1951,82.57875
1952,107.2212
1953,113.9985833
1954,138.3308333
1955,132.8605
1956,135.3635
1957,135.3878333
1958,128.0948
1959,122.9334667
1960,122.9443333
1961,124.9717333
1962,138.4435
1963,127.2045
1964,144.0003333
1965,128.7733333
1966,117.9166667
1967,112.3501333
1968,91.9542
1969,80.02216667
1970,78.356
1971,79.55933333
1972,78.67178333
1973,75.67505
1974,73.92843333
1975,81.58463333
1976,86.22641667
1977,101.26475
1978,108.9525667
1979,106.5563833
1980,105.7329
1981,111.29475
1982,107.81495
1983,101.8581
1984,95.90535
1985,85.68135
1986,86.0682
1987,110.1814667
1988,123.9218333
1989,120.8316667
1990,114.0516667
1991,107.3128333
1992,89.97086667
1993,90.29216667
1994,85.79793333
1995,77.52733333
1996,73.4935
1997,73.1695
1998,74.8015
1999,83.609
2000,95.45083333
2001,105.7107833
2002,117.3026667
2003,142.6933333
2004,120.505
2005,123.71
2006,105.3108333
2007,109.4948333
2008,94.09616667
2009,93.94833333
2010,98.09148333
2011,128.612
2012,125.4116667
2013,117.38
2014,109.5
2015,103.2106667
2016,84.93875
2017,90.91771667
2018,79.00073333
2019,74.81296667
2020,80.19588333
2021,78.08751667
2022,74.08841667
2023,90.5136
2024,103.9928333
2025,105.86715
2026,129.3006667
2027,142.4961667
2028,141.9965
2029,147.4229833
2030,127.0848833
2031,132.9939167
2032,124.522
2033,114.8767167
2034,113.784
2035,106.5381333
2036,119.297
2037,114.4995
2038,111.4691667
2039,100.62
2040,87.4558
2041,86.12133333
2042,80.98233333
2043,78.387
2044,80.09216667
2045,77.68316667
2046,79.5891
2047,88.94356667
2048,109.271
2049,127.5341667
2050,123.1446667
2051,124.3716667
2052,124.2933333
2053,146.5483333
2054,121.1333333
2055,118.7766667
2056,112.347
2057,110.686
2058,108.1655
2059,100.9568333
2060,132.2966667
2061,122.84
2062,116.9266667
2063,115.8348333
2064,95.7945
2065,106.4013333
2066,94.55753333
2067,89.031
2068,87.91466667
2069,86.938
2070,105.6511667
2071,105.4081667
2072,98.769
2073,107.8795
2074,134.713
2075,122.5142333
2076,147.0905
2077,133.0553333
2078,138.2487167
2079,126.4658333
2080,127.7111667
2081,141.4086667
2082,120.131
2083,116.3046667
2084,111.0143833
2085,130.0738333
2086,128.1886667
2087,110.7183
2088,100.3186333
2089,80.24225
2090,83.70478333
2091,78.27233333
2092,71.76158333
2093,69.67
2094,71.16175
2095,83.49558333
2096,94.77746667
2097,111.99145
2098,148.6618333
2099,137.2506667
2100,142.2368333
2101,132.3938833
2102,131.5331167
2103,108.6052833
2104,114.07625
2105,129.5392667
2106,111.5062667
2107,114.38175
2108,122.4033333
2109,125.72
2110,132.5458333
2111,101.5705833
2112,97.39483333
2113,90.91771667
2114,79.00073333
2115,74.81296667
2116,80.19588333
2117,78.08751667
2118,74.08841667
2119,90.5136
2120,103.9928333
2121,105.86715
2122,129.3006667
2123,142.4961667
2124,141.9965
2125,147.4229833
2126,127.0848833
2127,132.9939167
2128,124.522
2129,114.8767167
2130,113.784
2131,106.5381333
2132,119.297
2133,114.4995
2134,111.4691667
2135,100.62
2136,87.4558
2137,83.2
2138,79.9503
2139,77.38925
2140,74.90523333
2141,72.48848333
2142,73.06915
2143,81.97716667
2144,86.35143333
2145,124.7066667
2146,126.0541667
2147,138.9276667
2148,122.3256667
2149,96.262
2150,99.17018333
2151,99.87645
2152,98.48336667
2153,79.583
2154,94.81633333
2155,96.40766667
2156,130.8583333
2157,128.0833333
2158,120.8666667
2159,117.0916667
2160,91.72583333
2161,78.53
2162,76.46458333
2163,72.95616667
2164,69.89591667
2165,70.35616667
2166,72.84166667
2167,84.25058333
2168,81.99891667
2169,87.146
2170,88.56093333
2171,108.8105833
2172,115.1826833
2173,114.4319833
2174,105.12625
2175,95.56696667
2176,87.22778333
2177,81.6805
2178,88.13058333
2179,110.7814
2180,115.1216667
2181,114.3791667
2182,110.4464167
2183,98.77558333
2184,94.0205
2185,87.51216667
2186,78.87901667
2187,84.50696667
2188,83.72121667
2189,79.43341667
2190,89.42148333
2191,94.1582
2192,95.8932
2193,127.9378333
2194,138.0685
2195,124.983
2196,116.0829667
2197,163.086
2198,142.7195
2199,106.4696667
2200,147.7065
2201,135.6908833
2202,113.1252333
2203,130.5091667
2204,147.7908333
2205,128.842
2206,111.5216667
2207,94.50733333
2208,101.60325
2209,93.1045
2210,84.17631667
2211,76.41051667
2212,81.23673333
2213,76.53823333
2214,79.08396667
2215,80.01655
2216,104.9302833
2217,114.38345
2218,125.6355
2219,141.2653333
2220,133.1373333
2221,150.2528333
2222,132.2127333
2223,127.5065
2224,139.0441667
2225,138.9755
2226,106.1241333
2227,121.3726
2228,133.9466667
2229,131.1366667
2230,133.0233333
2231,115.1153333
2232,94.87783333
2233,106.4013333
2234,94.55753333
2235,89.031
2236,87.91466667
2237,86.938
2238,105.6511667
2239,105.4081667
2240,98.769
2241,107.8795
2242,134.713
2243,122.5142333
2244,147.0905
2245,133.0553333
2246,138.2487167
2247,126.4658333
2248,127.7111667
2249,141.4086667
2250,120.131
2251,116.3046667
2252,111.0143833
2253,130.0738333
2254,128.1886667
2255,110.7183
2256,100.3186333
2257,62.845
2258,58.93083333
2259,59.29105
2260,81.86285
2261,76.68526667
2262,77.65971667
2263,94.76565
2264,102.6879333
2265,113.27395
2266,108.9384167
2267,129.0479667
2268,142.3975
2269,121.1526667
2270,121.9407833
2271,129.8825
2272,133.3746667
2273,127.9967833
2274,125.1706667
2275,118.3956667
2276,142.2501667
2277,132.6115
2278,108.2894833
2279,105.9672833
2280,111.5615
2281,97.55935
2282,87.55466667
2283,83.97316667
2284,85.027
2285,77.72168333
2286,83.79243333
2287,83.60863333
2288,104.5233
2289,139.4295
2290,148.1931667
2291,144.2643333
2292,138.5346
2293,130.4653
2294,143.5215333
2295,126.1312833
2296,157.345
2297,117.7238667
2298,137.5693333
2299,140.3916667
2300,144.0008333
2301,138.0033333
2302,120.648
2303,106.7351
2304,92.1142
2305,78.53
2306,76.46458333
2307,72.95616667
2308,69.89591667
2309,70.35616667
2310,72.84166667
2311,84.25058333
2312,81.99891667
2313,87.146
2314,88.56093333
2315,108.8105833
2316,115.1826833
2317,114.4319833
2318,105.12625
2319,95.56696667
2320,87.22778333
2321,81.6805
2322,88.13058333
2323,110.7814
2324,115.1216667
2325,114.3791667
2326,110.4464167
2327,98.77558333
2328,94.0205
2329,85.76583333
2330,82.81483333
2331,76.44883333
2332,72.78066667
2333,79.485
2334,72.86066667
2335,77.1395
2336,85.68783333
2337,102.9893833
2338,114.4238333
2339,107.4278333
2340,98.9165
2341,115.5346667
2342,108.5146667
2343,103.4041667
2344,108.0926667
2345,86.35266667
2346,84.94083333
2347,95.385
2348,113.0666667
2349,115.3816667
2350,110.0133333
2351,97.20683333
2352,82.38066667
2353,91.09125
2354,79.33918333
2355,72.05841667
2356,79.07323333
2357,74.76563333
2358,80.03168333
2359,89.22173333
2360,101.5519833
2361,121.8991667
2362,128.1422
2363,160.9051667
2364,132.4019667
2365,137.1428333
2366,135.3516667
2367,131.0496667
2368,119.5458333
2369,117.8068
2370,112.1137
2371,116.7279333
2372,136.0283333
2373,129.6316667
2374,134.9216667
2375,115.375
2376,110.1816667
2377,96.3624
2378,82.5805
2379,78.42563333
2380,78.011
2381,74.35516667
2382,75.209
2383,95.74866667
2384,118.3693333
2385,128.31
2386,141.685
2387,151.445
2388,149.67
2389,140.36
2390,147.295
2391,142.235
2392,139.5
2393,136.4721667
2394,122.1686667
2395,141.1183333
2396,150.135
2397,140.3225
2398,136.0383333
2399,116.4451667
2400,106.3268333
2401,80.24225
2402,83.70478333
2403,78.27233333
2404,71.76158333
2405,69.67
2406,71.16175
2407,83.49558333
2408,94.77746667
2409,111.99145
2410,148.6618333
2411,137.2506667
2412,142.2368333
2413,132.3938833
2414,131.5331167
2415,108.6052833
2416,114.07625
2417,129.5392667
2418,111.5062667
2419,114.38175
2420,122.4033333
2421,125.72
2422,132.5458333
2423,101.5705833
2424,97.39483333
2425,87.51216667
2426,78.87901667
2427,84.50696667
2428,83.72121667
2429,79.43341667
2430,89.42148333
2431,94.1582
2432,95.8932
2433,127.9378333
2434,138.0685
2435,124.983
2436,116.0829667
2437,163.086
2438,142.7195
2439,106.4696667
2440,147.7065
2441,135.6908833
2442,113.1252333
2443,130.5091667
2444,147.7908333
2445,128.842
2446,111.5216667
2447,94.50733333
2448,101.60325
2449,91.09125
2450,79.33918333
2451,72.05841667
2452,79.07323333
2453,74.76563333
2454,80.03168333
2455,89.22173333
2456,101.5519833
2457,121.8991667
2458,128.1422
2459,160.9051667
2460,132.4019667
2461,137.1428333
2462,135.3516667
2463,131.0496667
2464,119.5458333
2465,117.8068
2466,112.1137
2467,116.7279333
2468,136.0283333
2469,129.6316667
2470,134.9216667
2471,115.375
2472,110.1816667
2473,90.29216667
2474,85.79793333
2475,77.52733333
2476,73.4935
2477,73.1695
2478,74.8015
2479,83.609
2480,95.45083333
2481,105.7107833
2482,117.3026667
2483,142.6933333
2484,120.505
2485,123.71
2486,105.3108333
2487,109.4948333
2488,94.09616667
2489,93.94833333
2490,98.09148333
2491,128.612
2492,125.4116667
2493,117.38
2494,109.5
2495,103.2106667
2496,84.93875
2497,83.2
2498,79.9503
2499,77.38925
2500,74.90523333
2501,72.48848333
2502,73.06915
2503,81.97716667
2504,86.35143333
2505,124.7066667
2506,126.0541667
2507,138.9276667
2508,122.3256667
2509,96.262
2510,99.17018333
2511,99.87645
2512,98.48336667
2513,79.583
2514,94.81633333
2515,96.40766667
2516,130.8583333
2517,128.0833333
2518,120.8666667
2519,117.0916667
2520,91.72583333
2521,88.66333333
2522,84.78416667
2523,81.99583333
2524,80.04416667
2525,80.47333333
2526,82.29083333
2527,100.7201667
2528,112.5333333
2529,124.155
2530,136.638
2531,130.3861667
2532,140.9966667
2533,153.7541667
2534,142.1408333
2535,132.8861667
2536,119.6058333
2537,134.155
2538,119.5883333
2539,124.5541667
2540,136.925
2541,134.8583333
2542,119.9833333
2543,121.0833333
2544,100.9141667
2545,85.76583333
2546,82.81483333
2547,76.44883333
2548,72.78066667
2549,79.485
2550,72.86066667
2551,77.1395
2552,85.68783333
2553,102.9893833
2554,114.4238333
2555,107.4278333
2556,98.9165
2557,115.5346667
2558,108.5146667
2559,103.4041667
2560,108.0926667
2561,86.35266667
2562,84.94083333
2563,95.385
2564,113.0666667
2565,115.3816667
2566,110.0133333
2567,97.20683333
2568,82.38066667
2569,62.845
2570,58.93083333
2571,59.29105
2572,81.86285
2573,76.68526667
2574,77.65971667
2575,94.76565
2576,102.6879333
2577,113.27395
2578,108.9384167
2579,129.0479667
2580,142.3975
2581,121.1526667
2582,121.9407833
2583,129.8825
2584,133.3746667
2585,127.9967833
2586,125.1706667
2587,118.3956667
2588,142.2501667
2589,132.6115
2590,108.2894833
2591,105.9672833
2592,111.5615
2593,91.09125
2594,79.33918333
2595,72.05841667
2596,79.07323333
2597,74.76563333
2598,80.03168333
2599,89.22173333
2600,101.5519833
2601,121.8991667
2602,128.1422
2603,160.9051667
2604,132.4019667
2605,137.1428333
2606,135.3516667
2607,131.0496667
2608,119.5458333
2609,117.8068
2610,112.1137
2611,116.7279333
2612,136.0283333
2613,129.6316667
2614,134.9216667
2615,115.375
2616,110.1816667
2617,86.12133333
2618,80.98233333
2619,78.387
2620,80.09216667
2621,77.68316667
2622,79.5891
2623,88.94356667
2624,109.271
2625,127.5341667
2626,123.1446667
2627,124.3716667
2628,124.2933333
2629,146.5483333
2630,121.1333333
2631,118.7766667
2632,112.347
2633,110.686
2634,108.1655
2635,100.9568333
2636,132.2966667
2637,122.84
2638,116.9266667
2639,115.8348333
2640,95.7945
2641,78.79166667
2642,78.74916667
2643,76.0575
2644,73.78583333
2645,72.05333333
2646,75.95333333
2647,86.08183333
2648,83.84666667
2649,88.69433333
2650,93.61983333
2651,95.687
2652,89.89306667
2653,108.7160167
2654,99.22118333
2655,103.5821833
2656,101.4634667
2657,80.65801667
2658,85.39151667
2659,109.46075
2660,123.1178333
2661,120.9548333
2662,115.0098333
2663,100.8593
2664,89.27208333
2665,85.76583333
2666,82.81483333
2667,76.44883333
2668,72.78066667
2669,79.485
2670,72.86066667
2671,77.1395
2672,85.68783333
2673,102.9893833
2674,114.4238333
2675,107.4278333
2676,98.9165
2677,115.5346667
2678,108.5146667
2679,103.4041667
2680,108.0926667
2681,86.35266667
2682,84.94083333
2683,95.385
2684,113.0666667
2685,115.3816667
2686,110.0133333
2687,97.20683333
2688,82.38066667
2689,62.845
2690,58.93083333
2691,59.29105
2692,81.86285
2693,76.68526667
2694,77.65971667
2695,94.76565
2696,102.6879333
2697,113.27395
2698,108.9384167
2699,129.0479667
2700,142.3975
2701,121.1526667
2702,121.9407833
2703,129.8825
2704,133.3746667
2705,127.9967833
2706,125.1706667
2707,118.3956667
2708,142.2501667
2709,132.6115
2710,108.2894833
2711,105.9672833
2712,111.5615
2713,90.91771667
2714,79.00073333
2715,74.81296667
2716,80.19588333
2717,78.08751667
2718,74.08841667
2719,90.5136
2720,103.9928333
2721,105.86715
2722,129.3006667
2723,142.4961667
2724,141.9965
2725,147.4229833
2726,127.0848833
2727,132.9939167
2728,124.522
2729,114.8767167
2730,113.784
2731,106.5381333
2732,119.297
2733,114.4995
2734,111.4691667
2735,100.62
2736,87.4558
2737,80.24225
2738,83.70478333
2739,78.27233333
2740,71.76158333
2741,69.67
2742,71.16175
2743,83.49558333
2744,94.77746667
2745,111.99145
2746,148.6618333
2747,137.2506667
2748,142.2368333
2749,132.3938833
2750,131.5331167
2751,108.6052833
2752,114.07625
2753,129.5392667
2754,111.5062667
2755,114.38175
2756,122.4033333
2757,125.72
2758,132.5458333
2759,101.5705833
2760,97.39483333
2761,62.845
2762,58.93083333
2763,59.29105
2764,81.86285
2765,76.68526667
2766,77.65971667
2767,94.76565
2768,102.6879333
2769,113.27395
2770,108.9384167
2771,129.0479667
2772,142.3975
2773,121.1526667
2774,121.9407833
2775,129.8825
2776,133.3746667
2777,127.9967833
2778,125.1706667
2779,118.3956667
2780,142.2501667
2781,132.6115
2782,108.2894833
2783,105.9672833
2784,111.5615
2785,90.91771667
2786,79.00073333
2787,74.81296667
2788,80.19588333
2789,78.08751667
2790,74.08841667
2791,90.5136
2792,103.9928333
2793,105.86715
2794,129.3006667
2795,142.4961667
2796,141.9965
2797,147.4229833
2798,127.0848833
2799,132.9939167
2800,124.522
2801,114.8767167
2802,113.784
2803,106.5381333
2804,119.297
2805,114.4995
2806,111.4691667
2807,100.62
2808,87.4558
2809,85.76583333
2810,82.81483333
2811,76.44883333
2812,72.78066667
2813,79.485
2814,72.86066667
2815,77.1395
2816,85.68783333
2817,102.9893833
2818,114.4238333
2819,107.4278333
2820,98.9165
2821,115.5346667
2822,108.5146667
2823,103.4041667
2824,108.0926667
2825,86.35266667
2826,84.94083333
2827,95.385
2828,113.0666667
2829,115.3816667
2830,110.0133333
2831,97.20683333
2832,82.38066667
2833,85.65008333
2834,79.73858333
2835,79.10033333
2836,79.162
2837,73.07525
2838,73.7478
2839,82.83805
2840,88.90106667
2841,105.6643167
2842,102.6182833
2843,120.40705
2844,107.8117
2845,122.9572
2846,99.02843333
2847,101.7298667
2848,102.5558
2849,88.70775
2850,92.14306667
2851,114.9373667
2852,127.4235
2853,124.2616667
2854,114.9429333
2855,108.1264167
2856,90.04411667
2857,87.51216667
2858,78.87901667
2859,84.50696667
2860,83.72121667
2861,79.43341667
2862,89.42148333
2863,94.1582
2864,95.8932
2865,127.9378333
2866,138.0685
2867,124.983
2868,116.0829667
2869,163.086
2870,142.7195
2871,106.4696667
2872,147.7065
2873,135.6908833
2874,113.1252333
2875,130.5091667
2876,147.7908333
2877,128.842
2878,111.5216667
2879,94.50733333
2880,101.60325
2881,85.76583333
2882,82.81483333
2883,76.44883333
2884,72.78066667
2885,79.485
2886,72.86066667
2887,77.1395
2888,85.68783333
2889,102.9893833
2890,114.4238333
2891,107.4278333
2892,98.9165
2893,115.5346667
2894,108.5146667
2895,103.4041667
2896,108.0926667
2897,86.35266667
2898,84.94083333
2899,95.385
2900,113.0666667
2901,115.3816667
2902,110.0133333
2903,97.20683333
2904,82.38066667
2905,81.46708333
2906,74.07408333
2907,72.89625
2908,90.47766667
2909,74.42058333
2910,73.08916667
2911,83.07008333
2912,104.77435
2913,105.0704167
2914,120.4966667
2915,111.85675
2916,118.6895333
2917,112.7959167
2918,113.4347833
2919,111.4521
2920,103.9515
2921,115.7503
2922,93.24498333
2923,102.6107667
2924,144.3058333
2925,131.1791667
2926,114.494
2927,95.82516667
2928,85.79033333
2929,87.30498333
2930,85.76336667
2931,74.81291667
2932,83.79605
2933,79.92193333
2934,84.25051667
2935,90.46513333
2936,102.64145
2937,111.9492667
2938,129.388
2939,109.6807667
2940,137.2526833
2941,126.3568833
2942,105.33375
2943,129.51795
2944,140.5081667
2945,134.2128333
2946,139.0241667
2947,133.73
2948,134.545
2949,128.0316667
2950,127.2593333
2951,118.5649167
2952,95.27178333
2953,90.91771667
2954,79.00073333
2955,74.81296667
2956,80.19588333
2957,78.08751667
2958,74.08841667
2959,90.5136
2960,103.9928333
2961,105.86715
2962,129.3006667
2963,142.4961667
2964,141.9965
2965,147.4229833
2966,127.0848833
2967,132.9939167
2968,124.522
2969,114.8767167
2970,113.784
2971,106.5381333
2972,119.297
2973,114.4995
2974,111.4691667
2975,100.62
2976,87.4558
2977,90.29216667
2978,85.79793333
2979,77.52733333
2980,73.4935
2981,73.1695
2982,74.8015
2983,83.609
2984,95.45083333
2985,105.7107833
2986,117.3026667
2987,142.6933333
2988,120.505
2989,123.71
2990,105.3108333
2991,109.4948333
2992,94.09616667
2993,93.94833333
2994,98.09148333
2995,128.612
2996,125.4116667
2997,117.38
2998,109.5
2999,103.2106667
3000,84.93875
3001,85.76583333
3002,82.81483333
3003,76.44883333
3004,72.78066667
3005,79.485
3006,72.86066667
3007,77.1395
3008,85.68783333
3009,102.9893833
3010,114.4238333
3011,107.4278333
3012,98.9165
3013,115.5346667
3014,108.5146667
3015,103.4041667
3016,108.0926667
3017,86.35266667
3018,84.94083333
3019,95.385
3020,113.0666667
3021,115.3816667
3022,110.0133333
3023,97.20683333
3024,82.38066667
3025,80.24225
3026,83.70478333
3027,78.27233333
3028,71.76158333
3029,69.67
3030,71.16175
3031,83.49558333
3032,94.77746667
3033,111.99145
3034,148.6618333
3035,137.2506667
3036,142.2368333
3037,132.3938833
3038,131.5331167
3039,108.6052833
3040,114.07625
3041,129.5392667
3042,111.5062667
3043,114.38175
3044,122.4033333
3045,125.72
3046,132.5458333
3047,101.5705833
3048,97.39483333
3049,62.845
3050,58.93083333
3051,59.29105
3052,81.86285
3053,76.68526667
3054,77.65971667
3055,94.76565
3056,102.6879333
3057,113.27395
3058,108.9384167
3059,129.0479667
3060,142.3975
3061,121.1526667
3062,121.9407833
3063,129.8825
3064,133.3746667
3065,127.9967833
3066,125.1706667
3067,118.3956667
3068,142.2501667
3069,132.6115
3070,108.2894833
3071,105.9672833
3072,111.5615
3073,90.91771667
3074,79.00073333
3075,74.81296667
3076,80.19588333
3077,78.08751667
3078,74.08841667
3079,90.5136
3080,103.9928333
3081,105.86715
3082,129.3006667
3083,142.4961667
3084,141.9965
3085,147.4229833
3086,127.0848833
3087,132.9939167
3088,124.522
3089,114.8767167
3090,113.784
3091,106.5381333
3092,119.297
3093,114.4995
3094,111.4691667
3095,100.62
3096,87.4558
3097,80.24225
3098,83.70478333
3099,78.27233333
3100,71.76158333
3101,69.67
3102,71.16175
3103,83.49558333
3104,94.77746667
3105,111.99145
3106,148.6618333
3107,137.2506667
3108,142.2368333
3109,132.3938833
3110,131.5331167
3111,108.6052833
3112,114.07625
3113,129.5392667
3114,111.5062667
3115,114.38175
3116,122.4033333
3117,125.72
3118,132.5458333
3119,101.5705833
3120,97.39483333
3121,91.09125
3122,79.33918333
3123,72.05841667
3124,79.07323333
3125,74.76563333
3126,80.03168333
3127,89.22173333
3128,101.5519833
3129,121.8991667
3130,128.1422
3131,160.9051667
3132,132.4019667
3133,137.1428333
3134,135.3516667
3135,131.0496667
3136,119.5458333
3137,117.8068
3138,112.1137
3139,116.7279333
3140,136.0283333
3141,129.6316667
3142,134.9216667
3143,115.375
3144,110.1816667
3145,83.2
3146,79.9503
3147,77.38925
3148,74.90523333
3149,72.48848333
3150,73.06915
3151,81.97716667
3152,86.35143333
3153,124.7066667
3154,126.0541667
3155,138.9276667
3156,122.3256667
3157,96.262
3158,99.17018333
3159,99.87645
3160,98.48336667
3161,79.583
3162,94.81633333
3163,96.40766667
3164,130.8583333
3165,128.0833333
3166,120.8666667
3167,117.0916667
3168,91.72583333
3169,83.2
3170,79.9503
3171,77.38925
3172,74.90523333
3173,72.48848333
3174,73.06915
3175,81.97716667
3176,86.35143333
3177,124.7066667
3178,126.0541667
3179,138.9276667
3180,122.3256667
3181,96.262
3182,99.17018333
3183,99.87645
3184,98.48336667
3185,79.583
3186,94.81633333
3187,96.40766667
3188,130.8583333
3189,128.0833333
3190,120.8666667
3191,117.0916667
3192,91.72583333
3193,77.849
3194,72.37933333
3195,71.11033333
3196,69.92433333
3197,74.99616667
3198,73.27716667
3199,86.86033333
3200,102.9885
3201,124.2941
3202,129.9093333
3203,136.4486667
3204,136.6062833
3205,138.1368667
3206,142.4875667
3207,128.44675
3208,132.2628333
3209,120.6899
3210,146.7706667
3211,163.5373333
3212,169.6911667
3213,150.4208333
3214,148.8641667
3215,122.2066667
3216,109.7605
3217,90.91771667
3218,79.00073333
3219,74.81296667
3220,80.19588333
3221,78.08751667
3222,74.08841667
3223,90.5136
3224,103.9928333
3225,105.86715
3226,129.3006667
3227,142.4961667
3228,141.9965
3229,147.4229833
3230,127.0848833
3231,132.9939167
3232,124.522
3233,114.8767167
3234,113.784
3235,106.5381333
3236,119.297
3237,114.4995
3238,111.4691667
3239,100.62
3240,87.4558
3241,62.845
3242,58.93083333
3243,59.29105
3244,81.86285
3245,76.68526667
3246,77.65971667
3247,94.76565
3248,102.6879333
3249,113.27395
3250,108.9384167
3251,129.0479667
3252,142.3975
3253,121.1526667
3254,121.9407833
3255,129.8825
3256,133.3746667
3257,127.9967833
3258,125.1706667
3259,118.3956667
3260,142.2501667
3261,132.6115
3262,108.2894833
3263,105.9672833
3264,111.5615
3265,106.4013333
3266,94.55753333
3267,89.031
3268,87.91466667
3269,86.938
3270,105.6511667
3271,105.4081667
3272,98.769
3273,107.8795
3274,134.713
3275,122.5142333
3276,147.0905
3277,133.0553333
3278,138.2487167
3279,126.4658333
3280,127.7111667
3281,141.4086667
3282,120.131
3283,116.3046667
3284,111.0143833
3285,130.0738333
3286,128.1886667
3287,110.7183
3288,100.3186333
3289,97.55935
3290,87.55466667
3291,83.97316667
3292,85.027
3293,77.72168333
3294,83.79243333
3295,83.60863333
3296,104.5233
3297,139.4295
3298,148.1931667
3299,144.2643333
3300,138.5346
3301,130.4653
3302,143.5215333
3303,126.1312833
3304,157.345
3305,117.7238667
3306,137.5693333
3307,140.3916667
3308,144.0008333
3309,138.0033333
3310,120.648
3311,106.7351
3312,92.1142
3313,78.53
3314,76.46458333
3315,72.95616667
3316,69.89591667
3317,70.35616667
3318,72.84166667
3319,84.25058333
3320,81.99891667
3321,87.146
3322,88.56093333
3323,108.8105833
3324,115.1826833
3325,114.4319833
3326,105.12625
3327,95.56696667
3328,87.22778333
3329,81.6805
3330,88.13058333
3331,110.7814
3332,115.1216667
3333,114.3791667
3334,110.4464167
3335,98.77558333
3336,94.0205
3337,78.53
3338,76.46458333
3339,72.95616667
3340,69.89591667
3341,70.35616667
3342,72.84166667
3343,84.25058333
3344,81.99891667
3345,87.146
3346,88.56093333
3347,108.8105833
3348,115.1826833
3349,114.4319833
3350,105.12625
3351,95.56696667
3352,87.22778333
3353,81.6805
3354,88.13058333
3355,110.7814
3356,115.1216667
3357,114.3791667
3358,110.4464167
3359,98.77558333
3360,94.0205
3361,87.30498333
3362,85.76336667
3363,74.81291667
3364,83.79605
3365,79.92193333
3366,84.25051667
3367,90.46513333
3368,102.64145
3369,111.9492667
3370,129.388
3371,109.6807667
3372,137.2526833
3373,126.3568833
3374,105.33375
3375,129.51795
3376,140.5081667
3377,134.2128333
3378,139.0241667
3379,133.73
3380,134.545
